bill_id,discount,total,method,date,status,customer_id
BILL_0088,0,400000.0,QR,2026-04-18 10:30:00,Đã thanh toán,CUS_131
BILL_0089,0,350000.0,Cash,2026-04-18 10:30:00,Đã thanh toán,CUS_137
BILL_0090,0,400000.0,Card,2026-04-18 10:30:00,Đã thanh toán,CUS_168
BILL_0091,0,400000.0,QR,2026-04-18 10:30:00,Đã thanh toán,CUS_193
BILL_0092,0,400000.0,Cash,2026-04-18 10:30:00,Đã thanh toán,CUS_200
BILL_0093,0,500000.0,Cash,2026-04-18 10:30:00,Đã thanh toán,CUS_083
BILL_0094,0,600000.0,Card,2026-04-18 10:30:00,Đã thanh toán,CUS_049
BILL_0095,0,250000.0,Card,2026-04-18 10:30:00,Đã thanh toán,CUS_062
BILL_0096,0,500000.0,Card,2026-04-18 10:30:00,Đã thanh toán,CUS_151
BILL_0097,0,1050000.0,QR,2026-04-18 10:30:00,Đã thanh toán,CUS_088
BILL_0098,0,400000.0,Cash,2026-04-18 10:30:00,Đã thanh toán,CUS_171
BILL_0099,0,750000.0,Cash,2026-04-18 10:30:00,Đã thanh toán,CUS_046
BILL_0100,0,250000.0,QR,2026-04-18 10:30:00,Đã thanh toán,CUS_135
BILL_0101,0,500000.0,Card,2026-04-18 10:30:00,Đã thanh toán,CUS_102
BILL_0102,0,500000.0,Card,2026-04-18 10:30:00,Đã thanh toán,CUS_028
BILL_0103,0,500000.0,QR,2026-04-18 10:30:00,Đã thanh toán,CUS_028
BILL_0104,0,250000.0,Card,2026-04-18 10:30:00,Đã thanh toán,CUS_124
BILL_0105,0,1050000.0,QR,2026-04-18 10:30:00,Đã thanh toán,CUS_155
BILL_0106,0,600000.0,Card,2026-04-18 10:30:00,Đã thanh toán,CUS_126
BILL_0107,0,750000.0,Cash,2026-04-18 10:30:00,Đã thanh toán,CUS_191
BILL_0108,0,400000.0,QR,2026-04-18 10:30:00,Đã thanh toán,CUS_120
BILL_0109,0,400000.0,Cash,2026-04-18 10:30:00,Đã thanh toán,CUS_054
BILL_0110,0,800000.0,QR,2026-04-18 10:30:00,Đã thanh toán,CUS_181
BILL_0111,0,1200000.0,Card,2026-04-18 10:30:00,Đã thanh toán,CUS_113
BILL_0112,0,600000.0,Cash,2026-04-18 10:30:00,Đã thanh toán,CUS_014
BILL_0113,0,1200000.0,Cash,2026-04-18 10:30:00,Đã thanh toán,CUS_124
BILL_0114,0,750000.0,Card,2026-04-18 10:30:00,Đã thanh toán,CUS_026
BILL_0115,0,800000.0,Cash,2026-04-18 10:30:00,Đã thanh toán,CUS_030
BILL_0116,0,500000.0,Cash,2026-04-18 10:30:00,Đã thanh toán,CUS_041
BILL_0117,0,500000.0,QR,2026-04-18 10:30:00,Đã thanh toán,CUS_044
BILL_0118,0,500000.0,Card,2026-04-18 10:30:00,Đã thanh toán,CUS_071
BILL_0119,0,750000.0,QR,2026-04-18 10:30:00,Đã thanh toán,CUS_096
BILL_0120,0,600000.0,QR,2026-04-18 10:30:00,Đã thanh toán,CUS_034
BILL_0121,0,400000.0,Card,2026-04-18 10:30:00,Đã thanh toán,CUS_190
BILL_0122,0,200000.0,QR,2026-04-18 10:30:00,Đã thanh toán,CUS_053
BILL_0123,0,400000.0,Card,2026-04-18 10:30:00,Đã thanh toán,CUS_129
BILL_0124,0,250000.0,Cash,2026-04-18 10:30:00,Đã thanh toán,CUS_030
BILL_0125,0,400000.0,Cash,2026-04-18 10:30:00,Đã thanh toán,CUS_064
BILL_0126,0,800000.0,Cash,2026-04-18 10:30:00,Đã thanh toán,CUS_173
BILL_0127,0,500000.0,Cash,2026-04-18 10:30:00,Đã thanh toán,CUS_037
BILL_0128,0,600000.0,QR,2026-04-18 10:30:00,Đã thanh toán,CUS_061
BILL_0129,0,400000.0,Card,2026-04-18 10:30:00,Đã thanh toán,CUS_128
BILL_0130,0,250000.0,Card,2026-04-18 10:30:00,Đã thanh toán,CUS_131
BILL_0131,0,700000.0,QR,2026-04-18 10:30:00,Đã thanh toán,CUS_019
BILL_0132,0,750000.0,Cash,2026-04-18 10:30:00,Đã thanh toán,CUS_176
BILL_0133,0,600000.0,QR,2026-04-18 10:30:00,Đã thanh toán,CUS_053
BILL_0134,0,1050000.0,QR,2026-04-18 10:30:00,Đã thanh toán,CUS_048
BILL_0135,0,400000.0,QR,2026-04-18 10:30:00,Đã thanh toán,CUS_017
BILL_0136,0,700000.0,Card,2026-04-18 10:30:00,Đã thanh toán,CUS_024
BILL_0137,0,200000.0,Card,2026-04-18 10:30:00,Đã thanh toán,CUS_194
BILL_0138,0,400000.0,QR,2026-04-18 10:30:00,Đã thanh toán,CUS_176
BILL_0139,0,1050000.0,Cash,2026-04-18 10:30:00,Đã thanh toán,CUS_187
BILL_0140,0,250000.0,Card,2026-04-18 10:30:00,Đã thanh toán,CUS_169
BILL_0141,0,200000.0,Card,2026-04-18 10:30:00,Đã thanh toán,CUS_166
BILL_0142,0,400000.0,Cash,2026-04-18 10:30:00,Đã thanh toán,CUS_143
BILL_0143,0,700000.0,Card,2026-04-18 10:30:00,Đã thanh toán,CUS_031
BILL_0144,0,600000.0,Cash,2026-04-18 10:30:00,Đã thanh toán,CUS_187
BILL_0145,0,750000.0,Cash,2026-04-18 10:30:00,Đã thanh toán,CUS_176
BILL_0146,0,350000.0,Card,2026-04-18 10:30:00,Đã thanh toán,CUS_049
BILL_0147,0,250000.0,Card,2026-04-18 10:30:00,Đã thanh toán,CUS_191
BILL_0148,0,400000.0,Cash,2026-04-18 10:30:00,Đã thanh toán,CUS_169
BILL_0149,0,500000.0,QR,2026-04-18 10:30:00,Đã thanh toán,CUS_178
BILL_0150,0,600000.0,QR,2026-04-18 10:30:00,Đã thanh toán,CUS_117
